"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",9.52123381113527,0.0894422652015492,106.45117036873,2.21031863483206e-91
"log(price)",-1.84318103321765,0.450316682301011,-4.09307739566618,9.73822247847599e-05
"display_pctacv",0.83409658093254,0.176530653429482,4.72493906711638,9.14450027997706e-06
"feature_pctacv",0.285308199699232,0.0892478773129257,3.19680656043918,0.00195911776455618
